Activity_Type,Heart rate___beats/minute,Sleep type duration_minutes,Sleep duration_minutes,Calories burned_kcal,Exercise duration_s,Floors climbed___floors,Code
Running,164,,,44,8074,,LA11836-6
Running,155,,,9,8094,,LA11836-6
Running,154,,,10,13038,,LA11836-6
Running,128,,,143,34769,,LA11836-6
Running,143,,,10,40212,,LA11836-6
Running,150,,,33,88216,,LA11836-6
Running,159,,,10,12581,,LA11836-6
Running,160,,,121,11595,,LA11836-6
Running,145,,,9,12397,,LA11836-6
Running,172,,,11,34397,,LA11836-6
Running,141,,,21,10379,,LA11836-6
Running,158,,,10,10844,,LA11836-6
Running,149,,,140,17209,,LA11836-6
Running,118,,,119,49164,,LA11836-6
Running,110,,,113,48715,,LA11836-6
Running,146,,,32,9335,,LA11836-6
Running,118,,,149,127751,,LA11836-6
Running,157,,,9,13080,,LA11836-6
Running,173,,,20,38780,,LA11836-6
Running,111,,,124,98045,,LA11836-6
Running,155,,,9,17845,,LA11836-6
Running,141,,,37,116688,,LA11836-6
Running,95,,,138,43070,,LA11836-6
Running,162,,,9,11854,,LA11836-6
Running,155,,,11,11767,,LA11836-6
Running,173,,,108,22253,,LA11836-6
Running,158,,,7,8907,,LA11836-6
Running,172,,,10,19271,,LA11836-6
Running,125,,,119,45059,,LA11836-6
Running,135,,,10,10685,,LA11836-6
Running,110,,,132,43461,,LA11836-6
Running,119,,,100,33270,,LA11836-6
Running,123,,,20,19200,,LA11836-6
Running,155,,,10,6314,,LA11836-6
Running,149,,,10,88106,,LA11836-6
Running,152,,,9,9340,,LA11836-6
Running,140,,,10,12693,,LA11836-6
Running,120,,,31,24058,,LA11836-6
Running,109,,,120,50007,,LA11836-6
Running,111,,,114,9307,,LA11836-6
Running,150,,,10,36663,,LA11836-6
Running,140,,,9,8976,,LA11836-6
Running,153,,,19,9798,,LA11836-6
Running,152,,,18,9076,,LA11836-6
Running,139,,,10,20946,,LA11836-6
Running,106,,,143,132584,,LA11836-6
Running,97,,,137,16443,,LA11836-6
Running,167,,,10,9435,,LA11836-6
Running,164,,,107,47347,,LA11836-6
Walking,108,,,147,47685,,370
Running,137,,,10,88879,,LA11836-6
Running,126,,,40,46177,,LA11836-6
Running,122,,,119,129794,,LA11836-6
Running,94,,,11,26162,,LA11836-6
Running,141,,,38,19812,,LA11836-6
Running,112,,,120,53261,,LA11836-6
Running,172,,,28,8334,,LA11836-6
Running,110,,,98,74944,,LA11836-6
Walking,96,,,143,27021,,370
Running,163,,,9,11331,,LA11836-6
Running,174,,,10,25922,,LA11836-6
Running,112,,,115,47206,,LA11836-6
Running,143,,,59,113579,,LA11836-6
Running,121,,,31,36753,,LA11836-6
Running,166,,,10,13454,,LA11836-6
Running,171,,,49,9529,,LA11836-6
Running,144,,,10,18536,,LA11836-6
Running,108,,,20,9839,,LA11836-6
Running,142,,,10,12255,,LA11836-6
Running,150,,,9,10190,,LA11836-6
Running,119,,,60,21684,,LA11836-6
Running,119,,,127,22805,,LA11836-6
Running,148,,,9,11416,,LA11836-6
Running,119,,,49,12883,,LA11836-6
Running,148,,,11,9900,,LA11836-6
Running,137,,,9,10387,,LA11836-6
Running,165,,,19,44712,,LA11836-6
Running,160,,,10,14414,,LA11836-6
Running,141,,,71,23227,,LA11836-6
Running,158,,,31,11023,,LA11836-6
Running,159,,,37,16152,,LA11836-6
Running,120,,,46,94949,,LA11836-6
Running,119,,,121,44301,,LA11836-6
Running,168,,,112,60358,,LA11836-6
Walking,109,,,116,47384,,370
Running,138,,,88,24401,,LA11836-6
Running,145,,,123,45180,,LA11836-6
Running,120,,,120,18424,,LA11836-6
Running,96,,,126,46724,,LA11836-6
Running,120,,,10,15085,,LA11836-6
Running,95,,,138,94055,,LA11836-6
Running,170,,,9,12171,,LA11836-6
Running,111,,,147,48813,,LA11836-6
Running,119,,,146,47524,,LA11836-6
Running,119,,,119,42417,,LA11836-6
Running,107,,,33,96004,,LA11836-6
Running,165,,,9,13710,,LA11836-6
Running,121,,,35,45285,,LA11836-6
Running,154,,,17,69666,,LA11836-6
Running,152,,,8,8679,,LA11836-6
Running,155,,,135,12128,,LA11836-6
Running,109,,,121,50095,,LA11836-6
Running,151,,,10,9029,,LA11836-6
Running,166,,,9,18519,,LA11836-6
Running,109,,,125,48085,,LA11836-6
Running,170,,,133,60909,,LA11836-6
Running,92,,,62,53480,,LA11836-6
Running,127,,,11,13009,,LA11836-6
Running,151,,,22,15189,,LA11836-6
Running,159,,,10,12270,,LA11836-6
Running,156,,,28,19592,,LA11836-6
Running,151,,,11,19506,,LA11836-6
Running,147,,,10,9770,,LA11836-6
Running,111,,,132,20518,,LA11836-6
Running,154,,,115,15396,,LA11836-6
Running,154,,,9,12120,,LA11836-6
Running,142,,,9,17672,,LA11836-6
Running,110,,,125,20573,,LA11836-6
Running,146,,,10,23125,,LA11836-6
Running,142,,,10,18132,,LA11836-6
Running,154,,,161,18703,,LA11836-6
Running,118,,,133,23670,,LA11836-6
Walking,109,,,124,104720,,370
Running,115,,,35,14055,,LA11836-6
Running,118,,,117,109042,,LA11836-6
Running,126,,,9,25761,,LA11836-6
Running,148,,,10,11410,,LA11836-6
Running,109,,,152,114864,,LA11836-6
Running,111,,,20,126028,,LA11836-6
Walking,122,,,144,98507,,370
Running,94,,,134,35105,,LA11836-6
Running,154,,,10,10011,,LA11836-6
Running,93,,,123,95455,,LA11836-6
No Physical Activity,59,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,54,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,77,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,77,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,81,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,82,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,54,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,79,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,78,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,87,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,54,,,,,,
No Physical Activity,83,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,83,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,78,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,83,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,77,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,81,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,77,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,78,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,78,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,64,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,61,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,75,,,,,,
No Physical Activity,56,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,83,,,,,,
No Physical Activity,63,,,,,,
No Physical Activity,66,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,77,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,62,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,76,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,80,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,67,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,55,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,58,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,74,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,65,,,,,,
No Physical Activity,60,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,57,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,68,,,,,,
No Physical Activity,70,,,,,,
No Physical Activity,72,,,,,,
No Physical Activity,69,,,,,,
No Physical Activity,71,,,,,,
No Physical Activity,73,,,,,,
No Physical Activity,59,,,,,,
No Physical Activity,59,,,,,,
